Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,China,CHN,99.6,99.7,99.8,99.9,99.9,99.9,99.9,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Colombia,COL,95.6,99.2,98.7,98.7,98.9,95.9,95.9,99.3,98.4,98.8,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Comoros,COM,..,..,82.2,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Congo, Dem. Rep.",COD,74.1,..,..,..,80.1,..,..,..,85.2,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Congo, Rep.",COG,..,..,83.1,..,..,91.2,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Costa Rica,CRI,95.3,98.4,98.9,99,99.2,90,98.8,98.7,98.5,99,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Cote d'Ivoire,CIV,..,..,59.4,..,..,..,73.6,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Croatia,HRV,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,..,99.96,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Cuba,CUB,99.9,99.9,99.9,99.9,99.4,99.9,99.9,99.9,99.9,100,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Cyprus,CYP,98.6,98.3,98.7,99.9,97.4,97.1,95.6,96,98.3,99.3,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Czechia,CZE,99.7,99.9,99.9,99.8,99.8,..,..,99.8,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Denmark,DNK,98.5,98.5,98.2,96.3,95.9,95.4,94.4,95.1,95.3,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Djibouti,DJI,..,..,87.4,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Dominica,DMA,100,100,100,100,100,100,100,100,100,100,100,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Dominican Republic,DOM,97.8,98.7,98.8,98.2,98.6,99.6,99.8,99.8,99.7,99.2,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Ecuador,ECU,87.43770842,89.67107929,91.68642725,93.31784454,94.73425268,94.23076244,94.05909551,95.58197236,95.92251174,97.15491609,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,91.5,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,El Salvador,SLV,98,99,99.5,99.8,98,99.9,99.9,99.9,99.9,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Equatorial Guinea,GNQ,..,68.3,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Eritrea,ERI,34.1,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Estonia,EST,99.8,99.7,99.8,99.7,99.7,99.7,99.7,99.5,99.6,99.7,99.6,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Ethiopia,ETH,..,10.8,..,23.1,15.5,..,27.7,..,..,49.8,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Fiji,FJI,99.7,99.6,99.3,98.8,99.7,99.9,99.8,..,..,..,..,99.8,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Finland,FIN,99.8,99.8,99.8,99.7,99.7,99.7,99.6,99.6,99.6,99.5,99.6,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,France,FRA,97.5,96.2,97.1,98.3,98.3,97.7,97.4,98,98.1,97.6,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Gabon,GAB,..,..,87.1,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Gambia, The",GMB,56.1,..,..,57.2,..,..,..,..,82.7,..,83.8,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Georgia,GEO,99.6,99.8,99.8,99.9,99.9,99.9,99.9,99.9,99.8,99.8,99.8,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Germany,DEU,96.8,96.9,97,96.9,96.9,97.1,96.2,97.1,96.2,96.2,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Ghana,GHA,..,67.2,..,..,73.7,..,..,78.1,78.9,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Greece,GRC,99.96,99.96,99.91,99.91,99.93,99.94,99.94,99.93,99.9,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Grenada,GRD,..,100,99,99,99,99,99.3,100,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Guatemala,GTM,52.3,..,58.7,62.8,67,65.5,69.8,69.6,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Guinea,GIN,..,..,41.1,..,..,..,62.7,..,55.3,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Guinea-Bissau,GNB,43,..,..,..,45,..,..,..,..,53.8,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Guyana,GUY,..,..,97.3,98.3,85.7,95.8,94.3,96.7,95.1,95,97.6,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Haiti,HTI,..,..,37.3,48.6,..,..,..,41.6,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Honduras,HND,..,..,82.9,..,..,72,79,74,..,94.1,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Hungary,HUN,99.1,99,99,99.1,99.2,99.6,99.7,99.7,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Iceland,ISL,98.2,97.9,97.8,98.1,97.8,98.2,97.9,98,98.2,98.3,97.4,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,India,IND,..,..,..,..,81.4,..,81.4,..,..,..,..,89.4,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Indonesia,IDN,82.2,..,83.1,87.4,..,..,92.6,90.9,93.6,94.7,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Iran, Islamic Rep.",IRN,96.4,98.5,98.8,98.8,99,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Iraq,IRQ,..,90.9,70.4,..,..,..,..,..,95.6,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Ireland,IRL,99.8,99.8,99.8,99.8,99.7,99.7,99.7,99.7,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Isle of Man,IMN,81.43067708,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Italy,ITA,99.9,99.9,..,99.9,99.9,99.9,99.9,99.9,99.9,99.8,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Jamaica,JAM,95.3,99.1,99.5,99.7,99.7,99.7,99.7,99.7,99.7,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Japan,JPN,99.8,99.8,99.8,..,99.8,99.9,99.8,99.9,99.9,99.9,99.9,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Jordan,JOR,..,..,99.6,..,..,..,..,..,99.7,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Kazakhstan,KAZ,99.4,99.9,99.99,99.99,99.99,99.4,99.9,99.9,99.9,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Kenya,KEN,..,..,..,..,61.8,..,70.2,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Kiribati,KIR,98.3,..,..,..,..,..,..,..,..,91.9,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,99.5,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Korea, Rep.",KOR,..,..,99.8,..,..,100,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Kosovo,XKX,..,..,..,..,99,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Kuwait,KWT,98.6,98.8,98.8,98.7,98.7,99.9,99.9,99.9,99.9,99.9,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Kyrgyz Republic,KGZ,98.3,98.6,99.1,99,98.4,..,..,..,99.8,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Lao PDR,LAO,37,..,40.1,..,..,..,..,64.4,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Latvia,LVA,98.8,98.6,98.6,98.4,98.1,99.9,99.9,99.9,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Lesotho,LSO,..,..,..,..,77.9,..,..,..,86.6,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Liberia,LBR,..,..,..,61.1,..,..,..,..,..,..,84.4,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Libya,LBY,99.9,99.9,99.9,99.9,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Lithuania,LTU,100,100,100,100,100,100,100,100,100,100,100,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,North Macedonia,MKD,99.9,89.1,99.9,99.9,99.9,99.9,99.9,99.9,99.9,100,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Madagascar,MDG,..,..,..,44.3,..,..,..,..,46.1,..,..,45.8,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Malawi,MWI,71.3,..,..,..,87.4,..,89.8,..,..,..,96.4,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Malaysia,MYS,98.6,98.6,98.7,98.8,98.97,99.4,99.5,99.6,99.6,99.6,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Maldives,MDV,98.2,98.8,95.5,95.6,95.6,..,..,99.5,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Mali,MLI,28.1,..,..,58.6,..,43.7,..,..,67.3,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Malta,MLT,99.8,99.8,99.5,99.9,99.9,99.8,99.8,99.7,99.7,99.7,99.89,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Marshall Islands,MHL,90,90.1,..,..,..,..,..,92.4,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Mauritania,MRT,..,65.1,..,..,..,69.3,..,..,..,..,..,70.4,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Mauritius,MUS,99.5,99.5,99.6,99.7,99.7,99.8,99.7,99.8,99.8,99.8,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Mexico,MEX,94.5,95.3,99.6,96.1,95.6,97.7,98,96.6,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Moldova,MDA,99.2,99.4,99.2,99.8,99.7,99.7,99.7,99.7,99.7,99.7,99.6,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Mongolia,MNG,98.8,..,..,98.9,98.9,..,..,..,99.3,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Montenegro,MNE,..,..,..,99,..,..,..,..,98.8,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Morocco,MAR,74.1,73.6,..,..,..,..,..,..,86.6,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Mozambique,MOZ,..,54.3,..,..,..,73,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Myanmar,MMR,70.6,..,..,..,..,..,60.2,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Namibia,NAM,..,..,..,88.2,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Nepal,NPL,..,36,..,..,55.6,..,58,58,..,77.2,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,New Zealand,NZL,96.8,96.7,96.8,96.7,96.7,96.3,96.5,96.6,96.4,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Nicaragua,NIC,88,89.7,87,92.4,93.4,94,94.1,94.1,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Niger,NER,..,..,29.3,..,..,39.7,39.1,..,..,..,..,43.6,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Nigeria,NGA,..,47.3,..,38.1,..,..,..,43,43.3,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Norway,NOR,99.1,99.2,99.2,99.1,99.1,99.1,99.1,99.2,99.2,99.3,99.2,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Oman,OMN,98.6,98.6,98.6,98.6,99.1,98.65,98.68,98.68,98.6,98.6,99.9,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Pakistan,PAK,..,43,51,52.1,..,59,..,..,69.3,73.7,68,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Palau,PLW,99.6,100,97.4,99.1,100,100,100,100,100,100,97.2,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Panama,PAN,92.7,93.5,94.3,91.4,93.9,96.3,94.6,94.2,92.9,95,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,56.4,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Paraguay,PRY,95.6,95.8,95.7,96.8,96.4,96.3,95.5,97.3,97.7,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Peru,PER,83.8,85,86.7,89.1,90,91.6,92.4,93.6,93.7,94.4,95.7,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Philippines,PHL,..,72.2,..,72.8,..,..,..,84.4,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Poland,POL,99.9,99.9,99.9,99.9,99.9,99.9,99.8,99.8,99.8,99.8,99.7,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Portugal,PRT,..,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,98.6,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Qatar,QAT,100,100,100,..,99.9,99.9,100,100,100,100,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Romania,ROU,99.5,99.4,99.5,96.6,95.4,94.3,95,93.5,93.1,93.1,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Russian Federation,RUS,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.6,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Rwanda,RWA,69,69,..,..,..,90.7,..,..,..,..,94.2,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Samoa,WSM,..,..,..,..,82.5,..,..,..,..,..,88.9,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sao Tome and Principe,STP,..,..,..,..,92.5,..,..,..,..,96.8,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Saudi Arabia,SAU,97,..,..,98,..,98,98,99.7,99.4,98.7,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Senegal,SEN,..,65.1,..,50.5,59.1,53.2,58.6,68.4,74.2,74.5,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Serbia,SRB,99.7,99,99,99.9,98.4,..,..,..,..,99.9,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Seychelles,SYC,99,99,99,..,..,..,..,..,..,98.8,99.5,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sierra Leone,SLE,60.8,..,..,59.7,..,..,..,81.6,..,86.9,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Singapore,SGP,99.7,99.7,99.7,99.6,99.7,99.7,99.7,99.6,99.6,99.6,99.6,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Slovak Republic,SVK,99.21,99,99.5,98.6,98.3,97,98.1,98.8,98,98.3,98.2,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Slovenia,SVN,99.9,99.9,99.8,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Solomon Islands,SLB,..,..,..,..,..,86.2,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,31.9,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,South Africa,ZAF,..,..,..,..,..,..,96.7,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,South Sudan,SSD,19.4,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Spain,ESP,..,..,..,..,..,99.9,..,..,99.9,99.9,99.9,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sri Lanka,LKA,..,..,..,..,99.95,..,99.5,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,St. Kitts and Nevis,KNA,100,100,100,100,100,100,..,..,100,100,100,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,St. Lucia,LCA,98.5,..,98.7,..,99.1,99.1,..,100,100,100,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,St. Vincent and the Grenadines,VCT,98.3,98.8,99.2,99,99.9,98.7,98.6,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sudan,SDN,72.5,..,..,..,77.7,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Suriname,SUR,90,..,..,..,..,90,..,..,98.4,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Eswatini,SWZ,82,..,..,..,88.3,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Tajikistan,TJK,87.7,89,86.4,90.8,90.3,98,..,94.8,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Tanzania,TZA,50.2,..,61.4,..,..,..,63.7,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Thailand,THA,..,..,99.6,99.6,..,..,99.1,..,..,99.1,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Timor-Leste,TLS,29.9,..,..,..,..,..,56.7,..,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Togo,TGO,43.9,..,..,..,44.6,..,..,69.4,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Tonga,TON,99,..,95.5,..,..,..,..,..,..,98.3,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Trinidad and Tobago,TTO,..,98,100,100,100,100,100,100,..,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Tunisia,TUN,..,..,73.6,..,..,..,..,..,99.5,..,..,..,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Turkiye,TUR,..,..,..,97.4,97.4,99,..,98,99.2,97,..,..,..
